timestamp,portstr,line
20250304_162030,/dev/ttyACM0,~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,1
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162030,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,1
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162032,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,1
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
20250304_162034,/dev/ttyACM0,let's go~
