2025-03-04 16:40:55,00:04,8.82,0.0
2025-03-04 16:40:55,00:04,8.84,0.0
2025-03-04 16:40:55,00:04,8.83,0.0
2025-03-04 16:40:55,00:04,9.01,0.0
2025-03-04 16:40:55,00:04,8.83,0.0
2025-03-04 16:40:55,00:04,8.93,0.0
2025-03-04 16:40:55,00:04,8.85,0.0
2025-03-04 16:40:55,00:04,8.96,0.0
2025-03-04 16:40:55,00:04,8.89,0.0
2025-03-04 16:40:55,00:04,9.09,0.0
2025-03-04 16:40:55,00:04,8.74,0.0
2025-03-04 16:40:55,00:04,8.89,0.0
2025-03-04 16:40:55,00:04,8.68,0.0
2025-03-04 16:40:55,00:04,8.83,0.0
2025-03-04 16:40:55,00:03,12.6,0.0
2025-03-04 16:40:55,00:04,8.68,0.0
2025-03-04 16:40:55,00:04,8.83,0.0
2025-03-04 16:40:55,00:04,8.73,0.0
