Time,X,Y
2025-08-13 16:23:00,-0.3196999999999992,0.8198731060353184
2025-08-13 16:23:00,-0.33015624999999904,0.8157186099298814
2025-08-13 16:23:00,-0.33015624999999904,0.8157186099298814
2025-08-13 16:23:00,-0.33015624999999904,0.8157186099298814
2025-08-13 16:23:00,-0.33015624999999904,0.8157186099298814
2025-08-13 16:23:00,-0.34062500000000107,0.811402865027601
2025-08-13 16:23:00,-0.3395187500000011,0.8226949728778199
2025-08-13 16:23:00,-0.35000000000000087,0.818290901819151
2025-08-13 16:23:00,-0.35000000000000087,0.818290901819151
2025-08-13 16:23:00,-0.35000000000000087,0.818290901819151
2025-08-13 16:23:00,-0.3709999999999999,0.8089864028523596
2025-08-13 16:23:00,-0.37210624999999986,0.7974565434623617
2025-08-13 16:23:00,-0.37210624999999986,0.7974565434623617
2025-08-13 16:23:00,-0.37210624999999986,0.7974565434623617
2025-08-13 16:23:00,-0.37210624999999986,0.7974565434623617
2025-08-13 16:23:00,-0.37210624999999986,0.7974565434623617
2025-08-13 16:23:00,-0.37210624999999986,0.7974565434623617
2025-08-13 16:23:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:23:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:23:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:23:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:23:00,-0.36049375000000017,0.8137224687883071
2025-08-13 16:23:00,-0.36049375000000017,0.8137224687883071
2025-08-13 16:23:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:23:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:24:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:24:00,-0.382625,0.7924633173686969
2025-08-13 16:24:00,-0.382625,0.7924633173686969
2025-08-13 16:24:00,-0.382625,0.7924633173686969
2025-08-13 16:24:00,-0.382625,0.7924633173686969
2025-08-13 16:24:00,-0.36160000000000014,0.8022751647658052
2025-08-13 16:24:00,-0.36049375000000017,0.8137224687883071
2025-08-13 16:24:00,-0.35000000000000087,0.818290901819151
2025-08-13 16:24:00,-0.3395187500000011,0.8226949728778199
2025-08-13 16:24:00,-0.3395187500000011,0.8226949728778199
2025-08-13 16:24:00,-0.33726875000000106,0.845192161743965
2025-08-13 16:24:00,-0.33612500000000106,0.8563994303915664
2025-08-13 16:24:00,-0.33496875000000104,0.8675805072288317
2025-08-13 16:24:00,-0.33496875000000104,0.8675805072288317
2025-08-13 16:24:00,-0.3326187500000011,0.8898678368996358
2025-08-13 16:24:00,-0.33021875000000106,0.9120611696308734
2025-08-13 16:24:00,-0.32776875000000105,0.9341668194297188
2025-08-13 16:24:00,-0.32400000000000106,0.9671732006212741
2025-08-13 16:24:00,-0.32400000000000106,0.9671732006212741
2025-08-13 16:24:00,-0.32142500000000107,0.9890833985943751
2025-08-13 16:24:00,-0.32142500000000107,0.9890833985943751
2025-08-13 16:24:00,-0.3188000000000011,1.010923617292622
2025-08-13 16:24:00,-0.2561750000000005,1.028578810483183
2025-08-13 16:24:00,-0.25214375000000044,1.0604355375674361
2025-08-13 16:24:00,-0.27296874999999987,1.0552668200618447
2025-08-13 16:24:00,-0.2674187499999999,1.097901276139361
2025-08-13 16:24:00,-0.2778499999999998,1.0953078916450842
2025-08-13 16:24:00,-0.2720999999999998,1.1379198521864358
2025-08-13 16:24:00,-0.2720999999999998,1.1379198521864358
2025-08-13 16:24:00,-0.2825437499999992,1.1353717582078293
2025-08-13 16:24:00,-0.2765937499999992,1.1779626044407938
2025-08-13 16:24:00,-0.2765937499999992,1.1779626044407938
2025-08-13 16:24:00,-0.2735437499999992,1.199197155115012
2025-08-13 16:24:00,-0.31544375000000013,1.1888630032875687
2025-08-13 16:24:00,-0.31234375000000014,1.2103476285084123
2025-08-13 16:24:00,-0.31234375000000014,1.2103476285084123
2025-08-13 16:24:00,-0.33336875,1.2047262247180632
2025-08-13 16:24:00,-0.32701874999999997,1.2478616658702348
2025-08-13 16:24:00,-0.32701874999999997,1.2478616658702348
2025-08-13 16:24:00,-0.32376875,1.269359600949801
2025-08-13 16:24:00,-0.32376875,1.269359600949801
2025-08-13 16:24:00,-0.32376875,1.269359600949801
2025-08-13 16:24:00,-0.31711875,1.3122254754417924
2025-08-13 16:24:00,-0.38049375000000063,1.295270051460674
2025-08-13 16:24:00,-0.3770937500000006,1.3170802191631827
2025-08-13 16:24:00,-0.39831875,1.310817368437891
2025-08-13 16:24:00,-0.39486875,1.3327335331090897
2025-08-13 16:24:00,-0.39486875,1.3327335331090897
2025-08-13 16:24:00,-0.386025,1.387294020521605
2025-08-13 16:24:00,-0.386025,1.387294020521605
2025-08-13 16:24:00,-0.378725,1.4307226755646951
2025-08-13 16:24:00,-0.378725,1.4307226755646951
2025-08-13 16:24:00,-0.3893562499999994,1.427866138889055
2025-08-13 16:24:00,-0.37994999999999945,1.482072197128062
2025-08-13 16:24:00,-0.37994999999999945,1.482072197128062
2025-08-13 16:24:00,-0.3721999999999994,1.525243311737508
2025-08-13 16:24:00,-0.3721999999999994,1.525243311737508
2025-08-13 16:24:00,-0.38284374999999926,1.5226065358739067
2025-08-13 16:24:00,-0.37489374999999925,1.5657441285890037
2025-08-13 16:24:00,-0.37489374999999925,1.5657441285890037
2025-08-13 16:24:00,-0.3855499999999995,1.5631542462277999
2025-08-13 16:24:00,-0.3773999999999995,1.6062593937468506
2025-08-13 16:24:00,-0.3773999999999995,1.6062593937468506
2025-08-13 16:24:00,-0.36904999999999955,1.64921256892494
2025-08-13 16:24:00,-0.36904999999999955,1.64921256892494
2025-08-13 16:24:00,-0.36904999999999955,1.64921256892494
2025-08-13 16:24:00,-0.3561499999999995,1.7133759591811717
2025-08-13 16:24:00,-0.3775000000000004,1.7087989202946026
2025-08-13 16:24:00,-0.3641500000000004,1.7729903489585044
2025-08-13 16:24:00,-0.3641500000000004,1.7729903489585044
2025-08-13 16:24:00,-0.35500000000000037,1.8156197289080112
2025-08-13 16:24:00,-0.37640000000000023,1.8113042372831794
2025-08-13 16:24:00,-0.3623000000000003,1.8753236280706325
2025-08-13 16:24:00,-0.3623000000000003,1.8753236280706325
2025-08-13 16:24:00,-0.35508125000000024,1.9072276492066795
2025-08-13 16:24:00,-0.3443750000000001,1.909189843722986
2025-08-13 16:24:00,-0.3345750000000001,1.951527496443491
2025-08-13 16:24:00,-0.3345750000000001,1.951527496443491
2025-08-13 16:24:00,-0.3245750000000001,1.993753011126253
2025-08-13 16:24:00,-0.3245750000000001,1.993753011126253
2025-08-13 16:24:00,-0.3138812500000004,1.995464497528943
2025-08-13 16:24:00,-0.3138812500000004,1.995464497528943
2025-08-13 16:24:00,-0.3138812500000004,1.995464497528943
2025-08-13 16:24:00,-0.3138812500000004,1.995464497528943
2025-08-13 16:24:00,-0.29590000000000044,2.06894736279104
2025-08-13 16:24:00,-0.29590000000000044,2.06894736279104
2025-08-13 16:24:00,-0.33875000000000005,2.0623647682939112
2025-08-13 16:24:00,-0.32820000000000005,2.1045628429676313
2025-08-13 16:24:00,-0.32820000000000005,2.1045628429676313
2025-08-13 16:24:00,-0.3496999999999997,2.1010973109306477
2025-08-13 16:24:00,-0.3496999999999997,2.1010973109306477
2025-08-13 16:24:00,-0.37125000000000097,2.0973968240416494
2025-08-13 16:24:00,-0.3550500000000009,2.1610274171097412
2025-08-13 16:24:00,-0.3550500000000009,2.1610274171097412
2025-08-13 16:24:00,-0.38746874999999975,2.1554507574457453
2025-08-13 16:24:00,-0.37641874999999975,2.198001120256411
2025-08-13 16:24:00,-0.37641874999999975,2.198001120256411
2025-08-13 16:24:00,-0.40894999999999965,2.192181538445208
2025-08-13 16:24:00,-0.39769999999999966,2.234890312744677
2025-08-13 16:24:00,-0.39769999999999966,2.234890312744677
2025-08-13 16:24:00,-0.39769999999999966,2.234890312744677
2025-08-13 16:24:00,-0.3833562499999997,2.288107948848991
2025-08-13 16:24:00,-0.3833562499999997,2.288107948848991
2025-08-13 16:24:00,-0.394224999999999,2.286260407166034
2025-08-13 16:24:00,-0.394224999999999,2.286260407166034
2025-08-13 16:24:00,-0.376599999999999,2.3500154127154147
2025-08-13 16:24:00,-0.376599999999999,2.3500154127154147
2025-08-13 16:24:00,-0.36156874999999894,2.402949861945405
2025-08-13 16:24:00,-0.36156874999999894,2.402949861945405
2025-08-13 16:24:00,-0.3554687499999989,2.4240754872267156
2025-08-13 16:24:00,-0.3663500000000013,2.422454886576838
2025-08-13 16:24:00,-0.3663500000000013,2.422454886576838
