Time,tri_X,tri_Y,Gradient_X,Gradient_Y,Nelder_X,Nelder_Y
2025-08-13 16:25:29,,,,,1.6358380371005676,50.568063537799716
2025-08-13 16:25:29,1.8414249999999868,50.586495766848444,,,,
2025-08-13 16:25:29,,,1.8420511833781048,50.568624150461744,,
2025-08-13 16:25:29,,,,,1.8298818010292819,50.566400864076826
2025-08-13 16:25:29,1.7149,50.57093155153462,,,,
2025-08-13 16:25:29,,,1.715438880036568,50.556550859268256,,
2025-08-13 16:25:29,,,,,1.7056755663610925,50.55446326477308
2025-08-13 16:25:29,1.7149,50.57093155153462,,,,
2025-08-13 16:25:29,,,1.7159056685958038,50.54315515831818,,
2025-08-13 16:25:29,,,,,1.698050459949533,50.54075335614686
2025-08-13 16:25:29,1.7785937499999989,50.568731487673894,,,,
2025-08-13 16:25:29,,,1.779518164459267,50.542562146496344,,
2025-08-13 16:25:29,,,,,1.7633667428743052,50.54019213858122
2025-08-13 16:25:29,1.7785937499999989,50.568731487673894,,,,
2025-08-13 16:25:29,,,1.7799574605482595,50.52911839662298,,
2025-08-13 16:25:29,,,,,1.7560218524486062,50.52650463873552
2025-08-13 16:25:29,1.7785937499999989,50.568731487673894,,,,
2025-08-13 16:25:29,,,1.7799574605482595,50.52911839662298,,
2025-08-13 16:25:29,,,,,1.7560218524486062,50.52650463873552
2025-08-13 16:25:29,1.5256937500000163,50.53697516256005,,,,
2025-08-13 16:25:29,,,1.5269581749772412,50.50450435192374,,
2025-08-13 16:25:29,,,,,1.5051287325251226,50.501854322348386
2025-08-13 16:25:29,1.716700000000003,50.53084742125349,,,,
2025-08-13 16:25:29,,,1.7177040904751253,50.503110133530804,,
2025-08-13 16:25:29,,,,,1.7000143590835295,50.50069136846331
2025-08-13 16:25:29,1.5903249999999787,50.514972695175985,,,,
2025-08-13 16:25:29,,,1.5912572412548511,50.490750683779886,,
2025-08-13 16:25:29,,,,,1.575209269585416,50.488392683670654
2025-08-13 16:25:29,1.6539687500000184,50.51292891304189,,,,
2025-08-13 16:25:29,,,1.654819816202116,50.49029680544915,,
2025-08-13 16:25:29,,,,,1.6393963585569302,50.487960777114836
2025-08-13 16:25:29,1.6539687500000184,50.51292891304189,,,,
2025-08-13 16:25:29,,,1.655517519770723,50.47020386013692,,
2025-08-13 16:25:29,,,,,1.6279743889022218,50.46742175701412
2025-08-13 16:25:29,1.7812187499999936,50.50860183933671,,,,
2025-08-13 16:25:29,,,1.7825800403533079,50.46904840824484,,
2025-08-13 16:25:29,,,,,1.7586135389215107,50.466425200983
2025-08-13 16:25:29,1.4654999999999916,50.468727047053605,,,,
2025-08-13 16:25:29,,,1.4667270980861293,50.43799586704752,,
2025-08-13 16:25:29,,,,,1.4453760340231154,50.435341499349875
2025-08-13 16:25:29,1.5927000000000078,50.46487299805678,,,,
2025-08-13 16:25:29,,,1.5937514374544581,50.43735239240574,,
2025-08-13 16:25:29,,,,,1.5757545561793829,50.434959414257875
2025-08-13 16:25:29,1.5927000000000078,50.46487299805678,,,,
2025-08-13 16:25:29,,,1.5943456658006958,50.42066244415337,,
2025-08-13 16:25:29,,,,,1.5655484277996292,50.41768680239893
2025-08-13 16:25:29,1.7198499999999797,50.46069971747816,,,,
2025-08-13 16:25:29,,,1.7213025717132304,50.419659802355156,,
2025-08-13 16:25:29,,,,,1.6954255265554137,50.41687317201022
2025-08-13 16:25:29,1.7198499999999797,50.46069971747816,,,,
2025-08-13 16:25:29,,,1.7217412621380936,50.406220647695754,,
2025-08-13 16:25:29,,,,,1.688121894531916,50.40314049666333
2025-08-13 16:25:29,1.9104812500000037,50.453841889328885,,,,
2025-08-13 16:25:29,,,1.9120725861620316,50.40421540374895,,
2025-08-13 16:25:29,,,,,1.883850391273483,50.40146733738447
2025-08-13 16:25:30,1.9104812500000037,50.453841889328885,,,,
2025-08-13 16:25:30,,,1.912372323659631,50.39416783932104,,
2025-08-13 16:25:30,,,,,1.8785042952358078,50.391154706595934
2025-08-13 16:25:30,2.1644812499999944,50.443583545565026,,,,
2025-08-13 16:25:30,,,2.165974845866652,50.39035983590323,,
2025-08-13 16:25:30,,,,,2.1394608911159985,50.387815513982034
2025-08-13 16:25:30,1.7230000000000132,50.390551405992774,,,,
2025-08-13 16:25:30,,,1.7244496416019364,50.34958136388771,,
2025-08-13 16:25:30,,,,,1.6993637416417395,50.34685574233646
2025-08-13 16:25:30,1.8499250000000416,50.386051417970585,,,,
2025-08-13 16:25:30,,,1.851192774123509,50.34825218922038,,
2025-08-13 16:25:30,,,,,1.8290284391696787,50.34574056603567
2025-08-13 16:25:30,1.8499250000000416,50.386051417970585,,,,
2025-08-13 16:25:30,,,1.8521233135519295,50.31816060511886,,
2025-08-13 16:25:30,,,,,1.8119383024280014,50.314883817754385
2025-08-13 16:25:30,1.9767999999999972,50.381233229844625,,,,
2025-08-13 16:25:30,,,1.978778284233283,50.31657143966169,,
2025-08-13 16:25:30,,,,,1.943181216471318,50.31352947025252
2025-08-13 16:25:30,1.7247999999999877,50.35046638274566,,,,
2025-08-13 16:25:30,,,1.72679919991555,50.29284656323897,,
2025-08-13 16:25:30,,,,,1.6910007595423027,50.28958528373651
2025-08-13 16:25:30,1.4730000000000132,50.31844464011184,,,,
2025-08-13 16:25:30,,,1.4749650101047842,50.26787723304935,,
2025-08-13 16:25:30,,,,,1.4404425702569539,50.264540681467295
2025-08-13 16:25:30,1.726600000000019,50.31038115975669,,,,
2025-08-13 16:25:30,,,1.7281578302564267,50.26616871894224,,
2025-08-13 16:25:30,,,,,1.7009949046085189,50.26334961363838
2025-08-13 16:25:30,1.474999999999966,50.27836885779013,,,,
2025-08-13 16:25:30,,,1.4764687309067577,50.241142157132295,,
2025-08-13 16:25:30,,,,,1.4508013510234954,50.238291523381115
2025-08-13 16:25:30,1.7283999999999935,50.270295736548036,,,,
2025-08-13 16:25:30,,,1.7295074684409528,50.23944563661193,,
2025-08-13 16:25:30,,,,,1.7104424455191647,50.236989394471735
2025-08-13 16:25:30,1.7283999999999935,50.270295736548036,,,,
2025-08-13 16:25:30,,,1.7305036487045673,50.20939992885645,,
2025-08-13 16:25:30,,,,,1.6931979082213786,50.20612422741489
2025-08-13 16:25:30,1.7283999999999935,50.270295736548036,,,,
2025-08-13 16:25:30,,,1.7309276308946862,50.19593159360879,,
2025-08-13 16:25:30,,,,,1.6849495580658473,50.192373702618525
2025-08-13 16:25:30,1.7283999999999935,50.270295736548036,,,,
2025-08-13 16:25:30,,,1.7313558020635536,50.18261057125014,,
2025-08-13 16:25:30,,,,,1.677750480073066,50.178594465671445
2025-08-13 16:25:30,1.7283999999999935,50.270295736548036,,,,
2025-08-13 16:25:30,,,1.7317666230992514,50.169154110683245,,
2025-08-13 16:25:30,,,,,1.6695000942388165,50.16482847777678
2025-08-13 16:25:30,1.0375312500000007,50.17927489417592,,,,
2025-08-13 16:25:30,,,1.0411372061144353,50.09769955065423,,
2025-08-13 16:25:30,,,,,0.9758670780717562,50.09234019495531
2025-08-13 16:25:30,1.6069499999999834,50.16426827630899,,,,
2025-08-13 16:25:30,,,1.6093853620455012,50.09691243770046,,
2025-08-13 16:25:30,,,,,1.5662089607356604,50.09327620338537
2025-08-13 16:25:30,1.6069499999999834,50.16426827630899,,,,
2025-08-13 16:25:30,,,1.6097247314785246,50.086895661221746,,
2025-08-13 16:25:30,,,,,1.5598332893855889,50.08296835480943
2025-08-13 16:25:30,1.6069499999999834,50.16426827630899,,,,
2025-08-13 16:25:30,,,1.610711197621463,50.056707625537264,,
2025-08-13 16:25:30,,,,,1.5415394000340021,50.051936744811066
2025-08-13 16:25:31,1.6069499999999834,50.16426827630899,,,,
2025-08-13 16:25:31,,,1.6115844681406237,50.02999447641266,,
2025-08-13 16:25:31,,,,,1.5245895620262921,50.024325659121715
2025-08-13 16:25:31,-0.33190624999997453,49.87889571994564,,,,
2025-08-13 16:25:31,,,-0.32680973821983933,49.8003980537275,,
2025-08-13 16:25:31,,,,,-0.41849027952901063,49.79103425001624
2025-08-13 16:25:31,-0.33190624999997453,49.87889571994564,,,,
2025-08-13 16:25:31,,,-0.3259948784910841,49.78707902100928,,
2025-08-13 16:25:31,,,,,-0.43338836289344684,49.77636233660799
2025-08-13 16:25:31,-0.8303062500000351,49.793077747124755,,,,
2025-08-13 16:25:31,,,-0.8247142995602537,49.715935973791915,,
2025-08-13 16:25:31,,,,,-0.9258010185494664,49.70482496670819
2025-08-13 16:25:31,-0.8303062500000351,49.793077747124755,,,,
2025-08-13 16:25:31,,,-0.8231428163275785,49.69256971193965,,
2025-08-13 16:25:31,,,,,-0.9543694238732336,49.67856483302748
2025-08-13 16:25:31,-1.7005812500000275,49.63087369180748,,,,
2025-08-13 16:25:31,,,-1.694180517822622,49.55654767770852,,
2025-08-13 16:25:31,,,,,-1.8086023403327753,49.542150447265584
2025-08-13 16:25:31,-1.7005812500000275,49.63087369180748,,,,
2025-08-13 16:25:31,,,-1.693121884672418,49.543157589634966,,
2025-08-13 16:25:31,,,,,-1.8286785689932565,49.526384814856826
2025-08-13 16:25:31,-2.072806249999985,49.556669321595464,,,,
2025-08-13 16:25:31,,,-2.0658192780016904,49.48027727217001,,
2025-08-13 16:25:31,,,,,-2.1913969730757543,49.46373816840279
2025-08-13 16:25:31,0.1319750000000397,49.5998244210539,,,,
2025-08-13 16:25:31,,,0.13348038408305835,49.57581026105076,,
2025-08-13 16:25:31,,,,,0.10731335667356143,49.57222143163875
2025-08-13 16:25:31,0.9469937499999901,49.59095888201257,,,,
2025-08-13 16:25:31,,,0.9471999470793726,49.58710833612072,,
2025-08-13 16:25:31,,,,,0.941853724416218,49.58514049157277
2025-08-13 16:25:31,0.9469937499999901,49.59095888201257,,,,
2025-08-13 16:25:31,,,0.949095426373774,49.547028621218395,,
2025-08-13 16:25:31,,,,,0.9128844341512106,49.54320553323332
2025-08-13 16:25:31,0.6371499999999628,49.54590336120132,,,,
2025-08-13 16:25:31,,,0.6390179575495138,49.5108878578952,,
2025-08-13 16:25:31,,,,,0.6065032136214423,49.507185378387135
2025-08-13 16:25:31,-0.04340625000003229,49.43998094556127,,,,
2025-08-13 16:25:31,,,-0.04239140633712264,49.42490734768875,,
2025-08-13 16:25:31,,,,,-0.05963482288829762,49.42192926384746
2025-08-13 16:25:31,1.206343750000002,49.42528032046795,,,,
2025-08-13 16:25:31,,,1.205745283926391,49.43801517416302,,
2025-08-13 16:25:31,,,,,1.21614635188963,49.44027839213764
2025-08-13 16:25:31,1.206343750000002,49.42528032046795,,,,
2025-08-13 16:25:31,,,1.2075817202673582,49.39781298891257,,
2025-08-13 16:25:31,,,,,1.1866336095365564,49.39505381926108
2025-08-13 16:25:31,1.206343750000002,49.42528032046795,,,,
2025-08-13 16:25:31,,,1.2084196430701333,49.377794547403305,,
2025-08-13 16:25:31,,,,,1.1724114953619638,49.37414411403263
2025-08-13 16:25:31,1.206343750000002,49.42528032046795,,,,
2025-08-13 16:25:31,,,1.2089627753841885,49.36440370344486,,
2025-08-13 16:25:31,,,,,1.1624900293653861,49.3602040992365
2025-08-13 16:25:31,1.206343750000002,49.42528032046795,,,,
2025-08-13 16:25:31,,,1.2096284638262842,49.3476605943964,,
2025-08-13 16:25:31,,,,,1.1505744236566922,49.342798896057964
2025-08-13 16:25:32,1.206343750000002,49.42528032046795,,,,
2025-08-13 16:25:32,,,1.2106692100137781,49.32086706376997,,
2025-08-13 16:25:32,,,,,1.1319210832221578,49.31487888567263
2025-08-13 16:25:32,3.6908437499999707,49.3020412601049,,,,
2025-08-13 16:25:32,,,3.6910373531074843,49.26256075568159,,
2025-08-13 16:25:32,,,,,3.687792291739317,49.260856413644944
2025-08-13 16:25:32,3.6908437499999707,49.3020412601049,,,,
2025-08-13 16:25:32,,,3.6911576156418504,49.235690742662676,,
2025-08-13 16:25:32,,,,,3.6854334099190384,49.234046016827534
2025-08-13 16:25:32,4.247100000000017,49.2572404991388,,,,
2025-08-13 16:25:32,,,4.246902895066582,49.205986684775624,,
2025-08-13 16:25:32,,,,,4.250734743018379,49.204410427837075
2025-08-13 16:25:32,4.247100000000017,49.2572404991388,,,,
2025-08-13 16:25:32,,,4.24679605071459,49.17588682743503,,
2025-08-13 16:25:32,,,,,4.25216268539888,49.174226636907115
2025-08-13 16:25:32,4.679043750000005,49.218087626253684,,,,
2025-08-13 16:25:32,,,4.678321491155432,49.14865937222424,,
2025-08-13 16:25:32,,,,,4.690636975109992,49.14681933180822
2025-08-13 16:25:32,5.725500000000011,49.10735433466152,,,,
2025-08-13 16:25:32,,,5.724400884553428,49.067162314935764,,
2025-08-13 16:25:32,,,,,5.743363721949451,49.06489951180765
2025-08-13 16:25:32,3.3248062499999946,48.93718589579872,,,,
2025-08-13 16:25:32,,,3.3245685371706433,48.95852398741559,,
2025-08-13 16:25:32,,,,,3.3283337301837523,48.960233459499975
2025-08-13 16:25:32,3.6318999999999733,48.915353442349776,,,,
2025-08-13 16:25:32,,,3.631723179242874,48.94499524858393,,
2025-08-13 16:25:32,,,,,3.6345204576195513,48.94666075631679
2025-08-13 16:25:32,3.8773499999999785,48.89650966048088,,,,
2025-08-13 16:25:32,,,3.8772786241037958,48.93282058448275,,
2025-08-13 16:25:32,,,,,3.8784309926310954,48.9344345820642
2025-08-13 16:25:32,4.183881249999956,48.87123527890306,,,,
2025-08-13 16:25:32,,,4.184011474901141,48.91592492202477,,
2025-08-13 16:25:32,,,,,4.182077297750476,48.91761642915699
2025-08-13 16:25:32,4.428881249999989,48.849641870472276,,,,
2025-08-13 16:25:32,,,4.429227434790581,48.90117281600551,,
2025-08-13 16:25:32,,,,,4.423314270989123,48.90280450323926
2025-08-13 16:25:32,3.755200000000002,48.79571777277182,,,,
2025-08-13 16:25:32,,,3.7549361399523025,48.86560584725857,,
2025-08-13 16:25:32,,,,,3.7591136400516696,48.867292163958666
2025-08-13 16:25:32,4.0,48.77626061928077,,,,
2025-08-13 16:25:32,,,4.0,48.85290581274216,,
2025-08-13 16:25:32,,,,,3.999907695074307,48.85450021621169
2025-08-13 16:25:32,4.183468750000003,48.76086739607668,,,,
2025-08-13 16:25:32,,,4.1836971351872245,48.842560103766274,,
2025-08-13 16:25:32,,,,,4.179532400485304,48.84424344215138
2025-08-13 16:25:32,2.901549999999986,48.64353921742845,,,,
2025-08-13 16:25:32,,,2.8996331332571508,48.760865106593364,,
2025-08-13 16:25:32,,,,,2.9323489110325807,48.76311786816585
2025-08-13 16:25:32,3.0849062499999604,48.63225527804269,,,,
2025-08-13 16:25:32,,,3.083242812867062,48.754448817955236,,
2025-08-13 16:25:32,,,,,3.111469074243926,48.75664729324395
2025-08-13 16:25:32,3.0849062499999604,48.63225527804269,,,,
2025-08-13 16:25:32,,,3.0851401508211156,48.61710879545597,,
2025-08-13 16:25:32,,,,,3.0813122279339678,48.61539398271432
2025-08-13 16:25:32,3.6342999999999677,48.594287354688106,,,,
2025-08-13 16:25:32,,,3.634301462726287,48.594072571286645,,
2025-08-13 16:25:32,,,,,3.6341065599340534,48.59245438212022
2025-08-13 16:25:32,1.93365,48.411398427204105,,,,
2025-08-13 16:25:32,,,1.9321746520800132,48.45613091372865,,
2025-08-13 16:25:32,,,,,1.956648948641061,48.45883054963271
2025-08-13 16:25:33,2.4211500000000115,48.389467166703746,,,,
2025-08-13 16:25:33,,,2.419720032759941,48.44711535278737,,
2025-08-13 16:25:33,,,,,2.443739586038454,48.44954451754283
2025-08-13 16:25:33,2.4211500000000115,48.389467166703746,,,,
2025-08-13 16:25:33,,,2.4207693604621308,48.403646088197306,,
2025-08-13 16:25:33,,,,,2.427145974578639,48.4054899677603
2025-08-13 16:25:33,1.2124000000000024,48.23476532792505,,,,
2025-08-13 16:25:33,,,1.2102165849888138,48.28409626659669,,
2025-08-13 16:25:33,,,,,1.2462484666927842,48.28772742119834
2025-08-13 16:25:33,1.6990999999999872,48.22007423459653,,,,
2025-08-13 16:25:33,,,1.6968688146362132,48.282146925082955,,
2025-08-13 16:25:33,,,,,1.7340137084962528,48.2854430009309
2025-08-13 16:25:33,0.49534999999997353,48.0474466374385,,,,
2025-08-13 16:25:33,,,0.4901452031059766,48.1451372259651,,
2025-08-13 16:25:33,,,,,0.5774081561123762,48.152804927341094
2025-08-13 16:25:33,0.6776562499999841,48.045221219251715,,,,
2025-08-13 16:25:33,,,0.6725074940592193,48.14760980253005,,
2025-08-13 16:25:33,,,,,0.7591102972115756,48.15491154633034
2025-08-13 16:25:33,0.3774999999999977,47.99851553694135,,,,
2025-08-13 16:25:33,,,0.37143852474542427,48.109973292628894,,
2025-08-13 16:25:33,,,,,0.47424941654270236,48.11886880961056
2025-08-13 16:25:33,0.5596937500000081,47.99673679435104,,,,
2025-08-13 16:25:33,,,0.5536995510404557,48.11279197941875,,
2025-08-13 16:25:33,,,,,0.6548002514930829,48.12121703936971
2025-08-13 16:25:33,0.25985000000002856,47.94929590700473,,,,
2025-08-13 16:25:33,,,0.2528801915359734,48.0744535451286,,
2025-08-13 16:25:33,,,,,0.37081130402555706,48.08468803555334
2025-08-13 16:25:33,0.25985000000002856,47.94929590700473,,,,
2025-08-13 16:25:33,,,0.2562389853909469,48.01083944495418,,
2025-08-13 16:25:33,,,,,0.3160147563744579,48.01689301251464
2025-08-13 16:25:33,0.44193125000003874,47.94796342672203,,,,
2025-08-13 16:25:33,,,0.43825323637594027,48.014133623252455,,
2025-08-13 16:25:33,,,,,0.4996867708681952,48.02004537826443
2025-08-13 16:25:33,0.20228124999999864,47.90957297133735,,,,
2025-08-13 16:25:33,,,0.19795829890773015,47.98301619476942,,
2025-08-13 16:25:33,,,,,0.26996238155321123,47.990004423353334
2025-08-13 16:25:33,0.20228124999999864,47.90957297133735,,,,
2025-08-13 16:25:33,,,0.2006097912346014,47.936092299681675,,
2025-08-13 16:25:33,,,,,0.22785335757994168,47.93981209099793
2025-08-13 16:25:33,-0.03716875000000641,47.86998557012549,,,,
2025-08-13 16:25:33,,,-0.03940210294010362,47.903809701156725,,
2025-08-13 16:25:33,,,,,-0.0034424554286158456,47.90834383755247
2025-08-13 16:25:33,0.14479999999997517,47.86978099970794,,,,
2025-08-13 16:25:33,,,0.14239589340919287,47.908210163835236,,
2025-08-13 16:25:33,,,,,0.1821236396990403,47.91290499471292
2025-08-13 16:25:33,-0.0346562499999834,47.83998744715906,,,,
2025-08-13 16:25:33,,,-0.03750781925150075,47.883869123736126,,
2025-08-13 16:25:33,,,,,0.009606741045846377,47.889320430188604
2025-08-13 16:25:33,-0.0346562499999834,47.83998744715906,,,,
2025-08-13 16:25:33,,,-0.0326796446012515,47.810274290666314,,
2025-08-13 16:25:33,,,,,-0.06586026708323417,47.805922712460884
2025-08-13 16:25:33,-0.27375625000001946,47.79921607637081,,,,
2025-08-13 16:25:33,,,-0.2721513884048638,47.776796936765095,,
2025-08-13 16:25:33,,,,,-0.2990036871535974,47.77288676780156
2025-08-13 16:25:33,-0.27375625000001946,47.79921607637081,,,,
2025-08-13 16:25:33,,,-0.2683224179595491,47.7165653159168,,
2025-08-13 16:25:33,,,,,-0.3627753493454936,47.706766164766606
2025-08-13 16:25:33,-0.39323124999998527,47.778381818391715,,,,
2025-08-13 16:25:33,,,-0.3878711525537785,47.69944112036146,,
2025-08-13 16:25:33,,,,,-0.4813294516407406,47.689478320639495
2025-08-13 16:25:33,-0.5723500000000001,47.74656967235971,,,,
2025-08-13 16:25:33,,,-0.5671366567901257,47.673154417707615,,
2025-08-13 16:25:33,,,,,-0.6573771350094135,47.66317090045678
2025-08-13 16:25:33,0.2753500000000031,47.74920609159382,,,,
2025-08-13 16:25:33,,,0.27843920455306975,47.69713695178365,,
2025-08-13 16:25:33,,,,,0.22629402406317156,47.69154374126837
2025-08-13 16:25:33,0.7586500000000171,47.7439729199142,,,,
2025-08-13 16:25:33,,,0.760734454035038,47.704256109048046,,
2025-08-13 16:25:33,,,,,0.7260958093522855,47.70040625485278
2025-08-13 16:25:33,0.7586500000000171,47.7439729199142,,,,
2025-08-13 16:25:33,,,0.763426896995236,47.647386438186786,,
2025-08-13 16:25:33,,,,,0.679326937954839,47.64026710693557
2025-08-13 16:25:33,1.1808812499999988,47.73539587636619,,,,
2025-08-13 16:25:33,,,1.1845979413903827,47.649761328733405,,
2025-08-13 16:25:33,,,,,1.119898222761147,47.64440878055182
2025-08-13 16:25:34,1.1808812499999988,47.73539587636619,,,,
2025-08-13 16:25:34,,,1.1854069709132362,47.629717755383346,,
2025-08-13 16:25:34,,,,,1.1059427817544543,47.62347898618214
2025-08-13 16:25:34,1.6025000000000205,47.723102306430164,,,,
2025-08-13 16:25:34,,,1.6059649819028794,47.628405765729084,,
2025-08-13 16:25:34,,,,,1.5453813604874282,47.623851676843806
2025-08-13 16:25:34,1.6025000000000205,47.723102306430164,,,,
2025-08-13 16:25:34,,,1.6064190383499735,47.61502741102309,,
2025-08-13 16:25:34,,,,,1.537124770171676,47.610088492601975
2025-08-13 16:25:34,2.023506249999997,47.70710557617399,,,,
2025-08-13 16:25:34,,,2.0264291596341164,47.61022741509786,,
2025-08-13 16:25:34,,,,,1.9750547463399655,47.60654105724085
2025-08-13 16:25:34,2.4439000000000135,47.68741818121421,,,,
2025-08-13 16:25:34,,,2.445951740615544,47.6018296155939,,
2025-08-13 16:25:34,,,,,2.4101603501717594,47.59912594625455
2025-08-13 16:25:34,1.5499937500000271,47.57475716569619,,,,
2025-08-13 16:25:34,,,1.5522922380082143,47.51551994079487,,
2025-08-13 16:25:34,,,,,1.5136596509868157,47.51197315767292
2025-08-13 16:25:34,2.029693750000007,47.55670660675749,,,,
2025-08-13 16:25:34,,,2.0311679688521305,47.51025493988669,,
2025-08-13 16:25:34,,,,,2.0067383443996265,47.507665394490076
2025-08-13 16:25:34,1.4946999999999946,47.48648199129938,,,,
2025-08-13 16:25:34,,,1.495967472222926,47.45585342137026,,
2025-08-13 16:25:34,,,,,1.4751932536021939,47.45320644126437
2025-08-13 16:25:34,1.4946999999999946,47.48648199129938,,,,
2025-08-13 16:25:34,,,1.4967367058623426,47.43585931511467,,
2025-08-13 16:25:34,,,,,1.4621945798211484,47.43241210104985
2025-08-13 16:25:34,2.2127499999999998,47.45844326816357,,,,
2025-08-13 16:25:34,,,2.2136797939840114,47.426961411697114,,
2025-08-13 16:25:34,,,,,2.1983794024391026,47.424755936939476
2025-08-13 16:25:34,2.2127499999999998,47.45844326816357,,,,
2025-08-13 16:25:34,,,2.214756155741947,47.386775522382784,,
2025-08-13 16:25:34,,,,,2.180326827890255,47.3838859362488
2025-08-13 16:25:34,2.690450000000027,47.433759905762265,,,,
2025-08-13 16:25:34,,,2.691670306228559,47.37504554247321,,
2025-08-13 16:25:34,,,,,2.67080558270193,47.372881013470234
2025-08-13 16:25:34,2.1564687500000446,47.37094090822214,,,,
2025-08-13 16:25:34,,,2.1577559586860398,47.32789585550914,,
2025-08-13 16:25:34,,,,,2.136604363723426,47.32547728364958
2025-08-13 16:25:34,2.6333687500000167,47.34682427604331,,,,
2025-08-13 16:25:34,,,2.634051171673383,47.31677854394143,,
2025-08-13 16:25:34,,,,,2.622973913179713,47.31483965472316
2025-08-13 16:25:34,2.100399999999979,47.2833714940041,,,,
2025-08-13 16:25:34,,,2.100873345647352,47.268989713289805,,
2025-08-13 16:25:34,,,,,2.0928167431376745,47.26699996833034
2025-08-13 16:25:34,1.5684437500000001,47.21395539671598,,,,
2025-08-13 16:25:34,,,1.5684437500000001,47.21395539671598,,
2025-08-13 16:25:34,,,,,1.568152158767314,47.21379989727674
2025-08-13 16:25:34,2.6385437499999966,47.16625580729655,,,,
2025-08-13 16:25:34,,,2.637924100254462,47.1934520628706,,
2025-08-13 16:25:34,,,,,2.6483008887192145,47.19534976325849
2025-08-13 16:25:34,2.6385437499999966,47.16625580729655,,,,
2025-08-13 16:25:34,,,2.6393629138991916,47.12972916463808,,
2025-08-13 16:25:34,,,,,2.62559553943048,47.12770752044529
2025-08-13 16:25:35,2.6385437499999966,47.16625580729655,,,,
2025-08-13 16:25:35,,,2.640180219721812,47.08951227062198,,
2025-08-13 16:25:35,,,,,2.61210164346278,47.08710546762146
2025-08-13 16:25:35,3.468043750000021,47.11252776648782,,,,
2025-08-13 16:25:35,,,3.4685031384434875,47.05883969889586,,
2025-08-13 16:25:35,,,,,3.46099212741592,47.05707953247855
2025-08-13 16:25:35,3.468043750000021,47.11252776648782,,,,
2025-08-13 16:25:35,,,3.468816267591724,47.018634643640226,,
2025-08-13 16:25:35,,,,,3.45524649161978,47.01683547913213
2025-08-13 16:25:35,3.704593750000015,47.094517569962015,,,,
2025-08-13 16:25:35,,,3.7049943017562224,47.00726574022315,,
2025-08-13 16:25:35,,,,,3.6983785488456484,47.005628223124816
2025-08-13 16:25:35,1.6455000000000268,46.861118528584015,,,,
2025-08-13 16:25:35,,,1.6465585270423138,46.83449054239834,,
2025-08-13 16:25:35,,,,,1.6297385232962243,46.8319812149712
2025-08-13 16:25:35,1.6455000000000268,46.861118528584015,,,,
2025-08-13 16:25:35,,,1.6479991422199844,46.794254430372646,,
2025-08-13 16:25:35,,,,,1.6062363765244758,46.790632801359095
2025-08-13 16:25:35,0.8261500000000126,46.74269970998145,,,,
2025-08-13 16:25:35,,,0.82833302492532,46.70089317977743,,
2025-08-13 16:25:35,,,,,0.7926526543336196,46.696841584532834
