2025-02-24 16:12:58,00:03,1.65,N/A
2025-02-24 16:12:58,00:04,1.17,N/A
2025-02-24 16:12:58,00:03,1.63,N/A
2025-02-24 16:12:58,00:04,1.2,N/A
2025-02-24 16:12:58,00:04,1.21,N/A
2025-02-24 16:12:58,00:04,1.2,N/A
2025-02-24 16:12:58,00:03,1.69,N/A
2025-02-24 16:12:58,00:03,5.85,N/A
2025-02-24 16:12:58,00:03,5.87,N/A
2025-02-24 16:12:58,00:03,5.92,N/A
2025-02-24 16:12:58,00:03,5.83,N/A
2025-02-24 16:12:58,00:03,5.8,N/A
2025-02-24 16:12:58,00:04,1.16,N/A
2025-02-24 16:12:58,00:03,5.77,N/A
2025-02-24 16:12:58,00:04,1.2,N/A
2025-02-24 16:12:58,00:03,1.66,N/A
2025-02-24 16:12:58,00:03,5.8,N/A
2025-02-24 16:12:58,00:03,1.66,N/A
2025-02-24 16:12:58,00:03,5.84,N/A
2025-02-24 16:12:58,00:03,1.69,N/A
2025-02-24 16:12:58,00:03,1.71,N/A
2025-02-24 16:12:58,00:04,1.13,N/A
2025-02-24 16:12:58,00:03,0.0,N/A
2025-02-24 16:12:58,00:04,1.18,N/A
