timestamp,portstr,line
20250224_140203,/dev/ttyACM0,ying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,1
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
20250224_140203,/dev/ttyACM0,Ranging failed in flying state
