20250305_175809,00:04,0.97,N/A
20250305_175837,00:04,0.78,0.03
20250305_175847,00:04,0.79,0.03
20250305_175857,00:04,0.72,0.1
20250305_175857,00:04,0.77,0.09
20250305_175859,00:04,0.77,0.09
20250305_175901,00:05,1.59,1.58
20250305_175906,00:05,1.5,0.0
20250305_175908,00:05,1.49,0.0
20250305_175912,00:05,1.56,0.0
20250305_175918,00:05,1.6,0.0
20250305_175920,00:05,1.54,0.0
20250305_175938,00:05,1.47,0.0
20250305_175938,00:05,1.64,0.0
20250305_175938,00:05,1.55,0.0
20250305_175946,00:05,1.52,0.0
20250305_175956,00:05,1.47,0.0
20250305_175956,00:05,1.53,0.0
20250305_175956,00:05,1.5,0.0
20250305_175958,00:05,1.46,0.0
20250305_175958,00:05,1.56,0.0
20250305_180002,00:05,1.46,0.0
20250305_180006,00:05,1.53,0.0
20250305_180025,00:05,1.56,0.0
20250305_180025,00:05,1.55,0.0
20250305_180027,00:05,1.47,0.0
20250305_180029,00:05,1.5,0.0
20250305_180031,00:05,1.59,0.0
20250305_180033,00:05,1.51,0.0
20250305_180035,00:05,1.49,0.0
20250305_180041,00:05,1.43,0.0
20250305_180043,00:05,1.49,0.0
20250305_180045,00:05,1.46,0.0
20250305_180049,00:05,1.44,0.0
20250305_180049,00:05,1.44,0.0
20250305_180051,00:05,1.52,0.0
20250305_180051,00:05,1.47,0.0
20250305_180051,00:05,1.52,0.0
20250305_180053,00:05,1.46,0.0
20250305_180057,00:05,1.53,0.0
20250305_180057,00:05,1.45,0.0
20250305_180103,00:05,1.51,0.0
20250305_180107,00:05,1.43,0.0
20250305_180107,00:05,1.5,0.0
20250305_180107,00:05,1.51,0.0
20250305_180109,00:05,1.62,0.0
20250305_180109,00:05,1.47,0.0
20250305_180115,00:05,1.45,0.0
20250305_180117,00:05,1.45,0.0
20250305_180119,00:05,1.47,0.0
20250305_180123,00:05,1.49,0.0
20250305_180123,00:05,1.43,0.0
20250305_180123,00:05,1.46,0.0
20250305_180123,00:05,1.47,0.0
20250305_180123,00:05,1.46,0.0
20250305_180158,00:05,1.5,0.0
20250305_180232,00:05,1.49,0.0
20250305_180401,00:05,1.58,0.0
20250305_180414,00:05,1.47,0.0
20250305_180603,00:05,1.54,0.0
20250305_180625,00:05,1.54,0.0
20250305_180633,00:05,1.58,0.0
20250305_181024,00:05,1.48,0.0
20250305_181024,00:05,1.54,0.0
20250305_181026,00:05,1.48,0.0
