1.834504857,1.55810213,0.51139915,01:01,,X 標準差,Y標準差,Z標準差
1.833108955,1.561258338,0.533334442,01:01,,0.01007442,0.009292907,0.026683547
1.830448202,1.564186382,0.543626365,01:01,,X變異數,Y變異數,Z變異數
1.830448202,1.564186382,0.543626365,01:01,,0.000101494,8.63581E-05,0.000712012
1.837031664,1.565593973,0.53819969,01:01,,,,
1.829559085,1.56195466,0.54070828,01:01,,,,
1.829559085,1.56195466,0.54070828,01:01,,,,
1.833424296,1.566478068,0.546283091,01:01,,,,
1.833424296,1.566478068,0.546283091,01:01,,,,
1.830719909,1.566055889,0.539988387,01:01,,,,
1.830719909,1.566055889,0.539988387,01:01,,,,
1.830719909,1.566055889,0.539988387,01:01,,,,
1.830719909,1.566055889,0.539988387,01:01,,,,
1.827620541,1.562431005,0.53558558,01:01,,,,
1.827620541,1.562431005,0.53558558,01:01,,,,
1.8260295,1.564509651,0.538638957,01:01,,,,
1.82578058,1.565384914,0.53202068,01:01,,,,
1.829969708,1.564256289,0.522550501,01:01,,,,
1.82972165,1.561917366,0.523802108,01:01,,,,
1.829756594,1.558324565,0.534203684,01:01,,,,
1.837041068,1.553113753,0.518553099,01:01,,,,
1.837041068,1.553113753,0.518553099,01:01,,,,
1.838875708,1.555262624,0.519279693,01:01,,,,
1.8431392,1.559912078,0.522433812,01:01,,,,
1.8431392,1.559912078,0.522433812,01:01,,,,
1.8431392,1.559912078,0.522433812,01:01,,,,
1.844260044,1.559873111,0.517337502,01:01,,,,
1.835347307,1.555601617,0.524614614,01:01,,,,
1.833661397,1.560565201,0.540101819,01:01,,,,
1.833696516,1.56120782,0.538518683,01:01,,,,
1.833732365,1.561523137,0.538263689,01:01,,,,
1.835498626,1.560939326,0.535838194,01:01,,,,
1.835498626,1.560939326,0.535838194,01:01,,,,
1.835914463,1.560231442,0.539765876,01:01,,,,
1.838013493,1.560563915,0.542601107,01:01,,,,
1.842954514,1.564189825,0.551774052,01:01,,,,
1.842517779,1.561121965,0.551844547,01:01,,,,
1.844802121,1.564762155,0.548703147,01:01,,,,
1.844802121,1.564762155,0.548703147,01:01,,,,
1.845652885,1.563183575,0.552186665,01:01,,,,
1.845733859,1.562958738,0.553852182,01:01,,,,
1.845733859,1.562958738,0.553852182,01:01,,,,
1.844491799,1.561488711,0.552017795,01:01,,,,
1.844491799,1.561488711,0.552017795,01:01,,,,
1.845975009,1.561945184,0.550882051,01:01,,,,
1.84651324,1.56500608,0.552285158,01:01,,,,
1.846441994,1.565236945,0.550377076,01:01,,,,
1.847334271,1.565018055,0.548424725,01:01,,,,
1.844860124,1.563374578,0.54822297,01:01,,,,
1.845367902,1.564650758,0.548317044,01:01,,,,
1.843772594,1.563600513,0.541407411,01:01,,,,
1.843565992,1.563362202,0.541107897,01:01,,,,
1.843273024,1.563002827,0.540599472,01:01,,,,
1.843291009,1.562288246,0.542367873,01:01,,,,
